Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
2019,"Mortality rate, adult, female (per 1,000 female adults)",68.496,IND_147,68.496,68.496,False
2018,"Mortality rate, adult, female (per 1,000 female adults)",70.113,IND_147,70.113,70.113,False
2017,"Mortality rate, adult, female (per 1,000 female adults)",71.363,IND_147,71.363,71.363,False
2016,"Mortality rate, adult, female (per 1,000 female adults)",70.824,IND_147,70.824,70.824,False
2015,"Mortality rate, adult, female (per 1,000 female adults)",73.577,IND_147,73.577,73.577,False
2014,"Mortality rate, adult, female (per 1,000 female adults)",74.765,IND_147,74.765,74.765,False
2013,"Mortality rate, adult, female (per 1,000 female adults)",75.912,IND_147,75.912,75.912,False
2012,"Mortality rate, adult, female (per 1,000 female adults)",79.382,IND_147,79.382,79.382,False
2011,"Mortality rate, adult, female (per 1,000 female adults)",81.982,IND_147,81.982,81.982,False
2010,"Mortality rate, adult, female (per 1,000 female adults)",83.253,IND_147,83.253,83.253,False
2009,"Mortality rate, adult, female (per 1,000 female adults)",107.957,IND_147,107.957,107.957,False
2008,"Mortality rate, adult, female (per 1,000 female adults)",86.056,IND_147,86.056,86.056,False
2007,"Mortality rate, adult, female (per 1,000 female adults)",86.354,IND_147,86.354,86.354,False
2006,"Mortality rate, adult, female (per 1,000 female adults)",87.212,IND_147,87.212,87.212,False
2005,"Mortality rate, adult, female (per 1,000 female adults)",89.775,IND_147,89.775,89.775,False
2004,"Mortality rate, adult, female (per 1,000 female adults)",163.402,IND_147,163.402,163.402,False
2003,"Mortality rate, adult, female (per 1,000 female adults)",94.838,IND_147,94.838,94.838,False
2002,"Mortality rate, adult, female (per 1,000 female adults)",96.953,IND_147,96.953,96.953,False
2001,"Mortality rate, adult, female (per 1,000 female adults)",99.307,IND_147,99.307,99.307,False
2000,"Mortality rate, adult, female (per 1,000 female adults)",104.648,IND_147,104.648,104.648,False
1999,"Mortality rate, adult, female (per 1,000 female adults)",83.878,IND_147,83.878,83.878,False
1998,"Mortality rate, adult, female (per 1,000 female adults)",85.706,IND_147,85.706,85.706,False
1997,"Mortality rate, adult, female (per 1,000 female adults)",85.343,IND_147,85.343,85.343,False
1996,"Mortality rate, adult, female (per 1,000 female adults)",85.85,IND_147,85.85,85.85,False
1995,"Mortality rate, adult, female (per 1,000 female adults)",85.635,IND_147,85.635,85.635,False
1994,"Mortality rate, adult, female (per 1,000 female adults)",84.574,IND_147,84.574,84.574,False
1993,"Mortality rate, adult, female (per 1,000 female adults)",84.871,IND_147,84.871,84.871,False
1992,"Mortality rate, adult, female (per 1,000 female adults)",87.41,IND_147,87.41,87.41,False
1991,"Mortality rate, adult, female (per 1,000 female adults)",90.918,IND_147,90.918,90.918,False
1990,"Mortality rate, adult, female (per 1,000 female adults)",92.018,IND_147,92.018,92.018,False
1989,"Mortality rate, adult, female (per 1,000 female adults)",105.992,IND_147,105.992,105.992,False
1988,"Mortality rate, adult, female (per 1,000 female adults)",97.806,IND_147,97.806,97.806,False
1987,"Mortality rate, adult, female (per 1,000 female adults)",101.392,IND_147,101.392,101.392,False
1986,"Mortality rate, adult, female (per 1,000 female adults)",105.561,IND_147,105.561,105.561,False
1985,"Mortality rate, adult, female (per 1,000 female adults)",110.67,IND_147,110.67,110.67,False
1984,"Mortality rate, adult, female (per 1,000 female adults)",113.923,IND_147,113.923,113.923,False
1983,"Mortality rate, adult, female (per 1,000 female adults)",120.564,IND_147,120.564,120.564,False
1982,"Mortality rate, adult, female (per 1,000 female adults)",124.925,IND_147,124.925,124.925,False
1981,"Mortality rate, adult, female (per 1,000 female adults)",128.75,IND_147,128.75,128.75,False
1980,"Mortality rate, adult, female (per 1,000 female adults)",134.226,IND_147,134.226,134.226,False
1979,"Mortality rate, adult, female (per 1,000 female adults)",139.468,IND_147,139.468,139.468,False
1978,"Mortality rate, adult, female (per 1,000 female adults)",150.111,IND_147,150.111,150.111,False
1977,"Mortality rate, adult, female (per 1,000 female adults)",159.686,IND_147,159.686,159.686,False
1976,"Mortality rate, adult, female (per 1,000 female adults)",157.777,IND_147,157.777,157.777,False
1975,"Mortality rate, adult, female (per 1,000 female adults)",159.1,IND_147,159.1,159.1,False
1974,"Mortality rate, adult, female (per 1,000 female adults)",161.496,IND_147,161.496,161.496,False
1973,"Mortality rate, adult, female (per 1,000 female adults)",161.539,IND_147,161.539,161.539,False
1972,"Mortality rate, adult, female (per 1,000 female adults)",162.386,IND_147,162.386,162.386,False
1971,"Mortality rate, adult, female (per 1,000 female adults)",160.881,IND_147,160.881,160.881,False
1970,"Mortality rate, adult, female (per 1,000 female adults)",165.706,IND_147,165.706,165.706,False
1969,"Mortality rate, adult, female (per 1,000 female adults)",176.858,IND_147,176.858,176.858,False
1968,"Mortality rate, adult, female (per 1,000 female adults)",180.389,IND_147,180.389,180.389,False
1967,"Mortality rate, adult, female (per 1,000 female adults)",181.295,IND_147,181.295,181.295,False
1966,"Mortality rate, adult, female (per 1,000 female adults)",188.989,IND_147,188.989,188.989,False
1965,"Mortality rate, adult, female (per 1,000 female adults)",193.028,IND_147,193.028,193.028,False
1964,"Mortality rate, adult, female (per 1,000 female adults)",200.868,IND_147,200.868,200.868,False
1963,"Mortality rate, adult, female (per 1,000 female adults)",202.109,IND_147,202.109,202.109,False
1962,"Mortality rate, adult, female (per 1,000 female adults)",205.113,IND_147,205.113,205.113,False
1961,"Mortality rate, adult, female (per 1,000 female adults)",206.862,IND_147,206.862,206.862,False
1960,"Mortality rate, adult, female (per 1,000 female adults)",213.33,IND_147,213.33,213.33,False
2022,"Mortality rate, adult, male (per 1,000 male adults)",151.696,IND_148,151.696,151.696,False
2021,"Mortality rate, adult, male (per 1,000 male adults)",139.991,IND_148,139.991,139.991,False
2020,"Mortality rate, adult, male (per 1,000 male adults)",152.109,IND_148,152.109,152.109,False
2019,"Mortality rate, adult, male (per 1,000 male adults)",157.593,IND_148,157.593,157.593,False
2018,"Mortality rate, adult, male (per 1,000 male adults)",161.052,IND_148,161.052,161.052,False
2017,"Mortality rate, adult, male (per 1,000 male adults)",167.145,IND_148,167.145,167.145,False
2016,"Mortality rate, adult, male (per 1,000 male adults)",169.258,IND_148,169.258,169.258,False
2015,"Mortality rate, adult, male (per 1,000 male adults)",174.89,IND_148,174.89,174.89,False
2014,"Mortality rate, adult, male (per 1,000 male adults)",179.633,IND_148,179.633,179.633,False
2013,"Mortality rate, adult, male (per 1,000 male adults)",187.401,IND_148,187.401,187.401,False
2012,"Mortality rate, adult, male (per 1,000 male adults)",190.533,IND_148,190.533,190.533,False
2011,"Mortality rate, adult, male (per 1,000 male adults)",200.363,IND_148,200.363,200.363,False
2010,"Mortality rate, adult, male (per 1,000 male adults)",202.601,IND_148,202.601,202.601,False
2009,"Mortality rate, adult, male (per 1,000 male adults)",288.336,IND_148,288.336,288.336,False
2008,"Mortality rate, adult, male (per 1,000 male adults)",256.465,IND_148,256.465,256.465,False
2007,"Mortality rate, adult, male (per 1,000 male adults)",235.747,IND_148,235.747,235.747,False
2006,"Mortality rate, adult, male (per 1,000 male adults)",235.468,IND_148,235.468,235.468,False
2005,"Mortality rate, adult, male (per 1,000 male adults)",220.676,IND_148,220.676,220.676,False
2004,"Mortality rate, adult, male (per 1,000 male adults)",271.204,IND_148,271.204,271.204,False
2003,"Mortality rate, adult, male (per 1,000 male adults)",233.176,IND_148,233.176,233.176,False
2002,"Mortality rate, adult, male (per 1,000 male adults)",238.44,IND_148,238.44,238.44,False
2001,"Mortality rate, adult, male (per 1,000 male adults)",246.461,IND_148,246.461,246.461,False
2000,"Mortality rate, adult, male (per 1,000 male adults)",256.844,IND_148,256.844,256.844,False
1999,"Mortality rate, adult, male (per 1,000 male adults)",223.478,IND_148,223.478,223.478,False
1998,"Mortality rate, adult, male (per 1,000 male adults)",235.395,IND_148,235.395,235.395,False
1997,"Mortality rate, adult, male (per 1,000 male adults)",234.565,IND_148,234.565,234.565,False
1996,"Mortality rate, adult, male (per 1,000 male adults)",229.63,IND_148,229.63,229.63,False
1995,"Mortality rate, adult, male (per 1,000 male adults)",233.609,IND_148,233.609,233.609,False
1994,"Mortality rate, adult, male (per 1,000 male adults)",212.863,IND_148,212.863,212.863,False
1993,"Mortality rate, adult, male (per 1,000 male adults)",210.018,IND_148,210.018,210.018,False
1992,"Mortality rate, adult, male (per 1,000 male adults)",224.095,IND_148,224.095,224.095,False
1991,"Mortality rate, adult, male (per 1,000 male adults)",243.051,IND_148,243.051,243.051,False
1990,"Mortality rate, adult, male (per 1,000 male adults)",233.626,IND_148,233.626,233.626,False
1989,"Mortality rate, adult, male (per 1,000 male adults)",278.172,IND_148,278.172,278.172,False
1988,"Mortality rate, adult, male (per 1,000 male adults)",234.288,IND_148,234.288,234.288,False
1987,"Mortality rate, adult, male (per 1,000 male adults)",228.858,IND_148,228.858,228.858,False
1986,"Mortality rate, adult, male (per 1,000 male adults)",221.587,IND_148,221.587,221.587,False
1985,"Mortality rate, adult, male (per 1,000 male adults)",223.065,IND_148,223.065,223.065,False
1984,"Mortality rate, adult, male (per 1,000 male adults)",222.426,IND_148,222.426,222.426,False
1983,"Mortality rate, adult, male (per 1,000 male adults)",221.049,IND_148,221.049,221.049,False
1982,"Mortality rate, adult, male (per 1,000 male adults)",221.0,IND_148,221.0,221.0,True
1981,"Mortality rate, adult, male (per 1,000 male adults)",224.313,IND_148,224.313,224.313,False
1980,"Mortality rate, adult, male (per 1,000 male adults)",227.165,IND_148,227.165,227.165,False
1979,"Mortality rate, adult, male (per 1,000 male adults)",229.493,IND_148,229.493,229.493,False
1978,"Mortality rate, adult, male (per 1,000 male adults)",226.027,IND_148,226.027,226.027,False
1977,"Mortality rate, adult, male (per 1,000 male adults)",238.723,IND_148,238.723,238.723,False
1976,"Mortality rate, adult, male (per 1,000 male adults)",234.371,IND_148,234.371,234.371,False
1975,"Mortality rate, adult, male (per 1,000 male adults)",234.582,IND_148,234.582,234.582,False
1974,"Mortality rate, adult, male (per 1,000 male adults)",234.989,IND_148,234.989,234.989,False
1973,"Mortality rate, adult, male (per 1,000 male adults)",233.412,IND_148,233.412,233.412,False
1972,"Mortality rate, adult, male (per 1,000 male adults)",232.781,IND_148,232.781,232.781,False
1971,"Mortality rate, adult, male (per 1,000 male adults)",233.087,IND_148,233.087,233.087,False
1970,"Mortality rate, adult, male (per 1,000 male adults)",240.617,IND_148,240.617,240.617,False
1969,"Mortality rate, adult, male (per 1,000 male adults)",263.851,IND_148,263.851,263.851,False
1968,"Mortality rate, adult, male (per 1,000 male adults)",262.799,IND_148,262.799,262.799,False
1967,"Mortality rate, adult, male (per 1,000 male adults)",263.561,IND_148,263.561,263.561,False
1966,"Mortality rate, adult, male (per 1,000 male adults)",263.792,IND_148,263.792,263.792,False
1965,"Mortality rate, adult, male (per 1,000 male adults)",266.497,IND_148,266.497,266.497,False
1964,"Mortality rate, adult, male (per 1,000 male adults)",268.278,IND_148,268.278,268.278,False
1963,"Mortality rate, adult, male (per 1,000 male adults)",268.933,IND_148,268.933,268.933,False
1962,"Mortality rate, adult, male (per 1,000 male adults)",268.729,IND_148,268.729,268.729,False
1961,"Mortality rate, adult, male (per 1,000 male adults)",273.045,IND_148,273.045,273.045,False
1960,"Mortality rate, adult, male (per 1,000 male adults)",277.81,IND_148,277.81,277.81,False
2022,"Birth rate, crude (per 1,000 people)",13.781,IND_149,13.781,13.781,False
2021,"Birth rate, crude (per 1,000 people)",14.019,IND_149,14.019,14.019,False
2020,"Birth rate, crude (per 1,000 people)",14.235,IND_149,14.235,14.235,False
2019,"Birth rate, crude (per 1,000 people)",14.534,IND_149,14.534,14.534,False
2018,"Birth rate, crude (per 1,000 people)",14.805,IND_149,14.805,14.805,False
2017,"Birth rate, crude (per 1,000 people)",15.17,IND_149,15.17,15.17,False
2016,"Birth rate, crude (per 1,000 people)",15.496,IND_149,15.496,15.496,False
2015,"Birth rate, crude (per 1,000 people)",15.886,IND_149,15.886,15.886,False
2014,"Birth rate, crude (per 1,000 people)",16.396,IND_149,16.396,16.396,False
2013,"Birth rate, crude (per 1,000 people)",17.005,IND_149,17.005,17.005,False
2012,"Birth rate, crude (per 1,000 people)",17.318,IND_149,17.318,17.318,False
2011,"Birth rate, crude (per 1,000 people)",17.512,IND_149,17.512,17.512,False
2010,"Birth rate, crude (per 1,000 people)",17.553,IND_149,17.553,17.553,False
2009,"Birth rate, crude (per 1,000 people)",17.907,IND_149,17.907,17.907,False
2008,"Birth rate, crude (per 1,000 people)",18.468,IND_149,18.468,18.468,False
2007,"Birth rate, crude (per 1,000 people)",18.979,IND_149,18.979,18.979,False
2006,"Birth rate, crude (per 1,000 people)",19.203,IND_149,19.203,19.203,False
2005,"Birth rate, crude (per 1,000 people)",18.821,IND_149,18.821,18.821,False
2004,"Birth rate, crude (per 1,000 people)",18.771,IND_149,18.771,18.771,False
2003,"Birth rate, crude (per 1,000 people)",18.885,IND_149,18.885,18.885,False
2002,"Birth rate, crude (per 1,000 people)",18.914,IND_149,18.914,18.914,False
2001,"Birth rate, crude (per 1,000 people)",18.806,IND_149,18.806,18.806,False
2000,"Birth rate, crude (per 1,000 people)",18.189,IND_149,18.189,18.189,False
1999,"Birth rate, crude (per 1,000 people)",17.703,IND_149,17.703,17.703,False
1998,"Birth rate, crude (per 1,000 people)",17.458,IND_149,17.458,17.458,False
1997,"Birth rate, crude (per 1,000 people)",17.937,IND_149,17.937,17.937,False
